sample_id	s__Akkermansia_muciniphila	s__Alistipes_finegoldii	s__Alistipes_onderdonkii	s__Alistipes_putredinis	s__Alistipes_unclassified	s__Anaerostipes_hadrus	s__Anaerostipes_unclassified	s__Bacteroides_caccae	s__Bacteroides_dorei	s__Bacteroides_fragilis	s__Bacteroides_ovatus	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Barnesiella_intestinihominis	s__Bifidobacterium_adolescentis	s__Bifidobacterium_animalis	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_dentium	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Citrobacter_freundii	s__Clostridium_bartlettii	s__Clostridium_bolteae	s__Clostridium_clostridioforme	s__Clostridium_hathewayi	s__Clostridium_leptum	s__Clostridium_nexile	s__Clostridium_ramosum	s__Clostridium_sp_KLE_1755	s__Clostridium_spiroforme	s__Clostridium_symbiosum	s__Collinsella_aerofaciens	s__Coprobacillus_unclassified	s__Coprococcus_comes	s__Dialister_invisus	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eggerthella_unclassified	s__Enterobacter_cloacae	s__Enterococcus_avium	s__Enterococcus_faecalis	s__Enterococcus_faecium	s__Escherichia_coli	s__Escherichia_unclassified	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_ramulus	s__Eubacterium_rectale	s__Eubacterium_siraeum	s__Eubacterium_sp_3_1_31	s__Faecalibacterium_prausnitzii	s__Haemophilus_parainfluenzae	s__Klebsiella_oxytoca	s__Klebsiella_pneumoniae	s__Klebsiella_unclassified	s__Lachnospiraceae_bacterium_1_1_57FAA	s__Lachnospiraceae_bacterium_2_1_58FAA	s__Lachnospiraceae_bacterium_5_1_63FAA	s__Lactobacillus_casei_paracasei	s__Lactobacillus_rhamnosus	s__Lactococcus_phage_P680	s__Megasphaera_micronuciformis	s__Oscillibacter_unclassified	s__Parabacteroides_distasonis	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Peptostreptococcaceae_noname_unclassified	s__Prevotella_copri	s__Roseburia_hominis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Roseburia_unclassified	s__Ruminococcus_bromii	s__Ruminococcus_callidus	s__Ruminococcus_gnavus	s__Ruminococcus_lactaris	s__Ruminococcus_obeum	s__Ruminococcus_sp_5_1_39BFAA	s__Ruminococcus_torques	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_thermophilus	s__Subdoligranulum_sp_4_3_54A2FAA	s__Subdoligranulum_unclassified	s__Veillonella_atypica	s__Veillonella_parvula	s__Veillonella_unclassified
2278012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534345	4.05E-05	0	0	0.273603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029075	0	0	0.0011384	0	0.143838	0.0094168	0	0	0	0	0	0	0	0	0	0.0018304	0.0001961	0	0	0	0.0147755	0	0	0	0	0.0001063	0	0.0008406	0.0003881	0	0	0	0	0	4.07E-05	0	0	0	0	0	0	0	0.0001233	0	0	4.01E-05	0	0.0006316	0
8797952	0	0	0	0	0	0	0.006348	0.0175603	0	0.0079226	0	0	0	0	0.027554	0	0	0	0	5.00E-05	0.0001418	0	0	0	0	0	0.018198	0.0051258	0.0016311	0	0	0.116222	0.113439	0	0	0	0	0.220988	0	0	0	0	0.0145722	0	0	0	0	0.0188039	0.0024126	0	0	0	0	0	0	0	0.0033	0	0	0	0.0005705	0.0603067	0	0	0	0.0042279	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233009	0	6.22E-05	0	0.0226377	0.0002398	0.0005971	0	0	0.0016335	0	0.0015643	0.0005432
9152898	3.04E-05	0	0	0	0	0	0.0598692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001807	0	0.0002165	0.0001294	0	0.002944	0.0327972	0	0.0035605	0.0650947	0	0	0.0103614	0	0.0476832	0	0	0	0	0.0104728	0	0	0	0	0.0388916	0.005577	0	0	0	0	0	0	0.0001325	0.0003512	0	0	0	0.0680469	0	0	0	0	0	0	0	0	0	0	0.0011948	0	0	0	0	4.31E-05	0	0	0.332931	0	0	0	0.0626446	0	0.0017653	0	0	0.00263	0.0001921	0.0480486	0.186812
9585580	0.0001598	0	0	0	0	0.003554	0	0	0	0	0.0181515	0	0	0	0	0	0	0	0	3.94E-05	7.21E-05	0	0	0.22362	0	0	0	0.0024296	0.000196	0.0031498	0	0.232059	0.0024846	0	0	0.001746	0	0.0098779	0	0	0	0	0.134847	0	0	0.0004208	0	0.0007224	0.0001549	0	0.0009422	0	0	0	0	9.95E-05	0	0	0	0	0.0011596	0	0.0372945	0	0	0	0	0.0002823	0	0	0	0	0	0	0	0	0	0.0001052	0	0.0376694	0	0.0014586	0	0.0071699	0.00406	0	0	0	0.105225	0.0009737	0.0056797	0.0016477
5749748	0	0	0	0	0	0	0	0	0.0608301	0.0164855	0.0128288	0	0.0172421	0.0031135	0.0009868	0.0004791	0	0.0279013	0	0.228064	0.489643	0	0	0.0801188	0	0	0.0004517	0	0	0	0	0	0	0	0	0	0.0067654	0	0	0	0	0	3.90E-06	0	0	0.000553	0	0.0241686	0.0025854	0	0	0	0	0	0	0	0	0.0002487	0	0	0	0	0	0	7.95E-05	0	0	0	0.0013531	0	0.0031637	0.0005025	0	0	0	0	7.60E-06	9.80E-06	0	0	0	0	0	0	0	0	0	0	0	0.0177498	0.0010633	0
6097712	0.001149	0.0025905	0.0049635	0.0219239	0	0.0019913	0	0.0120238	0	0.0002548	0.0070499	0	0	0.0353556	0.0116318	0.0008878	0	0.0117009	0	0.0097439	0.0001757	0	0	0.0174068	0.0003542	0	0.0006667	0.0003889	4.68E-05	0.0001312	0.0146056	5.85E-05	0	0	0	0.0003549	0.0065235	0.0001495	0	0.401622	0.0012932	0.0165722	0.0002136	0	0	0	0	0.0002299	0.0002736	0.0041338	0.0055128	0.0006212	0.0014654	0.0037135	0	0.214248	0	0	0	0	0	5.73E-05	0.000175	0	0	0	0	0.0176493	0.002009	0	0.0005305	0	0.024114	0.0020575	0.0006424	0.0017241	0	0.0340272	0	0	0	0.0016677	0.0041646	0.0030862	0.000112	0.0049617	0	0	0.0433891	1.75E-05	0.0011192	0.0007849
5435250	0.0196893	0	0	0	0	0.0069013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420942	0	0.0033526	0.0013836	0	0	0.0058864	0.0138891	0	0.0087917	0	0	0	0	0	0.0143118	0	0	0	0	0	0	0.0145867	0	0	0	0	0.0116873	0.0032349	0	0	0	0.0437096	0	0	0	0	0.000944	0	0	0.0192204	0	0.001189	0	0	0	0	0	0	0	0	0	0	0.021458	0	0.0260105	0	0.0049704	0	0.0574917	0	0.0055829	0.123781	0.0722011	0.0026596	0.0034693	0.0020306	0	0.0049912	0.0002333	0.0090433	0.0094254
5642041	0.000188	0.0002331	9.35E-05	0.0052582	0	0.000229	0	4.72E-05	8.75E-05	0	5.43E-05	0.0001346	0	0.0004551	0.0007388	0	0.002893	0.104807	0	0.0810136	0.0005199	0.0450487	0	0.219368	0.0576463	0	0.0022655	0	0	0	0.0002509	0	2.08E-05	0	0	0	0.0073604	0.0003381	0	0.0029748	0.0035176	0.017759	0.0001197	0	0	0	0	3.80E-05	2.10E-05	0.0003003	0.005845	0.000559	0.0092785	0.0001631	0.0002257	0.0026126	0.0030934	0	0	0	0	0	0.0001271	0	0	0.005082	0	0	1.95E-05	0.0002184	0	0.0016889	0	0	0	0	4.48E-05	0.166395	0	0.0002201	0	0.0022512	0.0057872	0.0078518	0.0007747	0.0016503	0.0356658	0	0.0111118	0	1.17E-05	8.60E-06
7739956	0	0	0	0	0	0	4.72E-05	0.0028926	0	0	0	0.0027066	0	0	0	0	0	0	0	2.70E-05	0.844536	0	0.0040442	0.0973989	0.0014007	4.82E-05	0	0	0	0	0	0	0.0001591	0	0	0	0	0.0007591	0	0	0	0	0.002961	0	0	0	0	0.0021278	0.0014256	0	0	0	0	0	0	0	0	0	0	0	0	0.0005654	0	0.004616	0	0	0.0040679	0	0	0	0	0	0	0	0	0	0	0	0	0.0024007	0	0	0	0.0004506	0	3.07E-05	0.0008263	0	4.63E-05	0.0001169	0.0023606	0.0006342
6749700	0.104957	0	0.0093724	0	0.0016452	0.0097885	0	0	0	0.0212653	0	0	0	0	0	0	0.0004407	0	0	0.0492379	0	0.0004267	0.0017771	0.120953	0.316939	0	0.0017643	0	7.28E-05	0.0006503	0	0.0051609	0.0037168	0	0	0.0005611	0.0341965	0.0212251	0	0	0.0018817	0.0015298	0.0055944	0	0	0	0	0.0208047	0.0087089	0.0009259	0	0	0.0676401	0	0.0003668	0.0208437	0	0.000193	0	0.0002446	0	0	0.0038144	0	0	0	0	0	0	0	0	0	0	0	0	0.0032467	0	0	0	0.011555	0.0115497	0.0003039	0.0684	0.0051835	0	0.0029328	0.0004436	0	0.0286389	0	0	7.33E-05
2885236	0	0	0	0.0473262	0	8.32E-05	0	0.0496433	0	0	0.197974	0	0.0206507	0.137994	0.15665	0	0	0	0	0.0003547	0	0	0	0.0072395	0.0083383	0	0.0003248	0.0001439	6.10E-05	0.0003435	0	0	0.0001499	0	0	0.0007219	0.0012267	0.0007521	6.50E-05	0.01239	0.0001608	0.0005144	0.0004739	0	0	0	0	0.0544676	0.0157689	0.0016914	0.0002704	0.0004036	0.007742	0.0030098	0	0.148512	0.0008285	0	0	0	0	0	0.0004563	0	0	0	0	0.0011364	0.0004588	0	0.0163025	0	0	0	0	0	0.0003393	0.0643547	0	0	0.0034348	0.0004683	0	0.0009308	0	0	0	0	0.0030134	0	0.0004118	2.50E-06
8317086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101106	0.886545	0	0	0.0002595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.80E-05	0	0	0	0	0	0	0	0	0	0	5.58E-05	0	0	0	0	0	0	0	8.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.70E-06	0	0	0	0	0.0042123	0	3.70E-06	0	0	0.0001296	0.0019634	0.0004887
1669125	0	0.0002879	0.0001575	0.0021271	0	0.0024749	0	0.0142523	0.0116407	0.0039122	0.0005591	0	0	0.0026706	0	0.000387	0.0019774	0	0	0	0.0024233	0.0015725	0	0.233607	0.239439	0	0.0001501	0.0001051	0	9.50E-05	0.0099896	0.181981	0.000442	0	0	0.0004666	0	0.0013862	0.0041915	0	0.0106605	0	0.0145483	0	0	0	0	0.0028897	0.001449	0.0001166	0.0075067	0.0077379	0.0587875	0	0	0.0296136	6.36E-05	0	0	0	0	0	0.0037048	0	0	0	0	0	0.0016865	0.0015582	0.0018536	0.000368	0	0	9.50E-05	0	0.0043694	0	0	0.0072954	0.001307	0.0012349	0.0446672	0.0039631	0.0004725	0.0032269	0.0007199	0	0.0237304	0	1.68E-05	5.02E-05
2614112	0.0033083	0.0006754	0.0026691	0	0	0.0024012	0	0	0	0.0004401	0	0	0	0	0	0	0	0.014233	0.0764136	0.0616982	0.0014273	0.007172	0	0.0755701	1.64E-05	0	0.0027148	0	0	0	0.0001277	6.70E-05	0.0002554	0	0	0	0	0.0008386	0.0339646	0.0027849	0.001862	0	0.003203	0	0	0.0002643	0.0001029	0.0001078	0.0001778	0	0.0007779	0.0130306	0.0256188	0.0001046	0.0087213	0.0005449	0	0	0	0	0	0.0004252	0.0067973	0.0067322	0	0	0	0.0001617	0	0	0	0.0033712	0	0.000674	0	7.94E-05	7.66E-05	0.443947	0	0.0031128	0	0.006977	0.0926807	0.0063011	0.0002969	0.0027385	0.0236587	0	0.0170527	0	0	4.37E-05
1569953	0.0847889	0.0001123	0.0018228	0.0026303	0	0.0004122	0	0	0	0	0	0	0	0	0.0034116	0	0	0.0165044	0	0.0632334	2.28E-05	0.0004774	0	0.547822	0.0044044	0	0.0104253	0.0002101	0.0007491	0.0004695	0.0201179	0	0.0003487	0	0	0.000102	0	0.0086991	0.0049251	0.0237078	0	0	0.0064609	0.0003492	0	6.87E-05	0	0.0005108	0.0003866	0.0007868	0.0031948	0.0030338	0.003987	6.04E-05	0.0024838	0.0142499	0	0	0	0	0	0.0004958	0.0072108	0	0	0	0	0.0002964	0	0	0	0.0090436	0	0.0020707	0.0009482	0.0051728	0.0014319	0.0456461	0.0003222	0.001451	0	0.000357	0.015813	0.0067386	2.15E-05	0.0023593	0.005439	0	0.0381601	0	0.0001094	0.0001311
6694816	0.0727168	0.0009537	0.002225	0.0008178	0	0.0001005	0	0.0015442	0	0.0043809	0.0038438	0	0	0.0033962	0.0006406	0	0.0008595	0	0	0.182945	0.0872134	0	0	0.159823	0.155857	0	0.0011653	0.0152981	0.0051746	0.0143249	0.0008385	0.0239508	0.0007403	0	0	0.0020017	0.0200581	0.0021827	0	0	0	0	0.0202749	0	2.16E-05	0	0	0.004052	0.0007219	0	0.0038906	0	0	0	0	0.0028889	0	0	0	0	0	0	1.56E-05	0	0	0	0.0006339	0.0002364	0	0	0.0004832	0	0	0	0	0	0.0012441	0.102276	0	0.027144	0	2.91E-05	0.019648	0.0051718	0.000652	0.0006806	0.0247669	0	0.0056229	0	0	2.53E-05
4919749	0	0	0	0	0	0	0	0	0	0.0398398	0.0850736	0	0	0	0	0	0	0	0	0.058043	0.0271382	6.40E-06	0.0009923	0.453689	0.0312899	0.0001696	0.0028781	0.0156445	0.0201295	0	0	0	0.00615	0	0	0	0	0.0122367	0	0	0	0	0.0047448	0.0028942	0.0022917	7.50E-06	0	0.0367822	0.0196329	0	0	0	0	0	0	3.90E-06	0.0064635	7.94E-05	0	9.58E-05	0	4.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02E-05	0	0.0568486	0	0	0	0.0036435	0.0001087	3.85E-05	0	0	0	0	0.0078265	0.021057
4596528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179775	0	0	0.42726	0	8.70E-06	0	0.0023171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228742	0.0582099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37E-05	0	0.0848697	0	0	0	0.0055526	0.0005257	0.0001882	0.0001006	0	0.0002518	0	0.0061887	0.0011281
3526269	0	0	0	0	0	0	0	0	0.0001596	4.13E-05	0	0	0	0	0	0	0	0.113446	0	0.243258	0.138392	0.0001045	0.0002324	0.0161715	0.393233	0	0	0	0	0	0	0	0	0	0	0	0	9.87E-05	0	0	0	0	0	0	0	0	0.0001078	0.0044256	0.0003904	0	0	0	0	0	0	0	0.0002738	0	0	0	0	0	0	0	0	0	0.0003774	0	0	0	0	0.0052369	0	0	0	0	0.0001664	6.92E-05	0	0.0026049	0	0	0	0	0.0005722	0	0	0	5.20E-05	0.0010262	0.0612931	0.0113135
9928030	0	0	0	0	0	0.000854	0	0	0	0.003135	0	0	0	0.0048566	0	0	0	0.138864	0.0066195	0.196418	0.0062969	0.128534	0	0.252673	5.73E-05	0	0.0019416	0.0006164	0	0.0003356	0	0.0078559	0.0011513	0	0	0	0	0.0174862	0	0.0004176	0	0	0.0045946	0	0	0	0	0.0235689	0.0094526	0	0	0	0	0	0	0.0266931	0	0	0	0	0.0008868	0	0.0015838	0	0	0	0	0	0	0	0	0.0038089	0	0.00017	0.0018339	0	0	1.43E-05	0	0.101141	0	0.0002328	0	0.0164314	0.0004272	0.0039943	0.0121015	0	0.0113296	4.46E-05	0.0007418	0.0001891
6790271	0.0014404	0	0	0	0	0.0002214	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359312	0.0797607	0.0006173	8.75E-05	0.15075	0.0877247	0	0.0001971	0	0	0	0	0	0	0	0	0	0.0311375	0	0	0.0001624	0.0031449	0.0240034	0.0017627	0	0	0	0	5.23E-05	3.51E-05	0	0.0234116	0	0	0	0	0.003795	5.84E-05	0	0	0	0	0	0.0003252	0	0	0	0	0	0	0	0	0.014969	3.99E-05	0	0	0	0	0.0236027	0	0.0005344	7.46E-05	0.0114478	0.147892	0.0029996	0.0008442	0.0037805	0	0	0.0126172	0	6.23E-05	3.80E-05
7216208	0.0025224	0	0	0.0001695	0	0.0029932	0	0	0	0	0.000112	0	0	0	0	0.0005398	0	0.0732857	0	0	0	0.0537254	0	0.12702	0	0.0003364	0.0190753	0	0	0	0	0.0020502	0.0105971	0	0	0	0	0.0101453	0	0.0134473	0	0	0.0004935	0	0	0	0	0.0008224	0.0003187	0	0	0	0.0852228	0	0	0.232012	0.0004851	0	0	0	0	0.0157755	0	0	0	0	0	0	0.0022185	0	0.0006974	0	0	0	0.0010692	0	0.0007565	0	0	0.131746	0	0	0.179947	0.0096365	0.0008608	0.0045145	0	0	0.0020127	0	2.56E-05	0.0003978
1029699	0.0020731	0	0	0.0004977	0	0.0001622	0	0.0003693	0	0	0	0	0	0.0007933	0.0004469	0	0	0	0	0.292224	1.42E-05	0	0	0.312561	0.191005	0	0	0	0	0	0	0	0.0001207	0	0	1.17E-05	0.0201667	0.0007882	0	0.0019951	0.0009111	0.0022754	0.001515	0.0014328	0	0	0	0.0005022	0.0007054	0	0.002768	0	0.0041401	0	0	0.0172455	0.0014538	0	0	0	0	0	0.0019463	0	0	0	0	0	3.92E-05	0	0.0001002	0.0004326	0	0	4.80E-06	0.0002517	0.0001097	0.0438536	0	0.0048797	0	8.89E-05	0	0.001045	0.0006842	0.0010428	0	0	0.0023627	0	0	3.75E-05
2989092	0	0	0	0	0	0	0.0226769	0	0.049571	0	0	0	0	0	0	0	0	0	0.0324173	0.0001132	0.192559	0	0.0022405	0.0002937	5.93E-05	0	0.0021814	0	0	0	0	0.0493968	0.0025166	0	0	0	0	0.005472	0	0.175998	0	0	0.0462505	0	0.0019746	0	0	0.0187929	0.0068642	0	0	0.0187372	0	0	0	0.200628	0.0007505	0.0005159	0	0.0003866	0	0	0	2.81E-05	0.0002068	0	0	0	0	0	0	0.0008104	0	0	0	0	0.0378838	0	0	0.0287448	1.84E-05	0.0002449	0	0.0045507	0.0010804	0.0026546	0.0059929	0	0.0139478	0	0.0001005	0.0007032
3790911	0	0	0	0	0	0	0.0041738	0	0	0	0	0	0	0	0	0	0	5.98E-05	0	3.58E-05	0.0321003	0	0	6.66E-05	0	0.0002178	0	0	0	0	0	0.0746196	0	0	0	0	0	7.35E-05	0	0	0	0	0	0	0	0	0	0.127999	0.0483168	0	0	0	0	0	0	0	0	0.0021318	0	0	6.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87E-05	0	0.653359	0	0	0	0.0367006	0.0023906	0.0038601	0	0	0	0	6.15E-05	3.86E-05
3084748	0.0006731	0	0	0	0	0.0001504	0	2.00E-05	0.0135339	0.0047438	0.0025371	0	0.0012277	0.0067048	0	0	8.72E-05	0.0267332	0	0.619002	0.072283	0.001093	6.60E-06	0.150134	0	0	0	0	0	0	0	0	0.0009182	0	0	0.0002311	0.0039907	0.0008566	0	0	0	0	0.0050313	0	0.0009694	0	0	0.0210448	0.0123087	4.92E-05	0.0007371	0	0	0	0	0.0273066	0	0.0021449	0	0.0025184	0	0	0.0002612	0	0	0	0	0	0.000587	0	0.0009855	0	0	0	0	0	0.0001573	0.0003038	0	0.0071933	0	7.10E-06	0	0.0002146	0	0	0	0	0.0096617	0.0003812	5.27E-05	0.0004989
9982934	2.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318381	0.948367	0	6.12E-05	0.0002383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65E-05	0	0.0041299	0.0004529	0	0	0	0	0	0	0	0.0002546	0	0.0026102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77E-05	0	0.000392	0	0	0	0	0.0012082	0.0001154	0.0001333	0	0	0.0006588	0.0021401	0.0010184
3329293	0.0103135	0.0035705	0.0189091	0.0407459	0	0.0007576	0	0	0.0835267	0	0.0319199	0.0955009	0.0178807	0.252365	0.0002437	6.96E-05	0	0.0021202	0.0003646	0.0445533	0.0015007	0	0	0.0487156	0	0.0001126	0	0.0070134	0.0001828	0.0028181	0.0030397	0.0019536	0.002188	0	0	0.0015967	0.0075214	0.0060784	0	0	0	0	0.0022889	0	0	0	0	9.88E-05	5.21E-05	0	0	0	0.0375949	0	0	0.000263	1.32E-05	0	0	0	0.0001166	0	0	0	0	0	0	0.0439623	0.0086249	0	0.009203	0	0	0	0	0	5.49E-05	0.0446974	0	0.0017619	0	0	0	0.00037	0	0	0	0	0.0462001	0.000286	0.000304	0.0003548
9440172	0.313399	0	0.0544843	0	0.0040807	0	0	0.0196429	0	0.0285665	0.0519853	0	0	0	0.0009469	0	0	0	0	1.34E-05	0	0	0	0.17988	0	0	0	0.0257061	0.0053241	0.0170071	0.0075363	0.000883	0.0008865	0	0	0.0116779	0	0.0030746	0	0.0014492	0	0	0.0554822	0	0.002415	0	0	0	0.0001047	4.12E-05	0	0	0	0	0	0.0031696	0	0	0	0	0	0.0015454	0.0014312	0	0	0	0	0	0	0.0532508	0	0	0	0	0	0	0	0	0	0.0026545	0.0023424	0	0.0695659	0.001283	0.0001437	0.000234	0	0	0.0537173	0	0	0
8568656	0	0	0	0	0	0	0	0	0	0.0002742	0	0	0	0	0	0	0	0	0	0	0.730694	0	0	0.000308	0	0.0007319	0.0020154	0	0	0	0	0.000229	0.0592218	0	0	0	0	0.0071265	0	0	0	0	0	0	0	0.0002498	0.0001488	0.0928539	0	0	0	0	0	0	0	7.15E-05	0	0	0.0035151	0.0022244	0	0	0	0	0	0	0.0004742	0	0	0	0	0.0004863	0	0	0	0	0	0.0002107	0	0.0678858	0	0	0	0.0035641	0.0058914	1.02E-05	0	0	0.0001433	0.0009136	0.000623	0.0004959
5007829	0	0	0	0	0	0	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.0950689	0.879712	2.20E-05	0	0.0037037	0.0061488	0	0	0	0	0	0	0	8.87E-05	0	0	0	0.0013773	0.0005469	0	0	0	0	0	0	0	5.83E-05	0	0.0002015	0.0001368	0	0	0	0	0	0	0	0	0	0	0	0	2.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.82E-05	0	0	0	0	0.0003063	0.0041908	0.0002512	0	0.0001096	0	0	0
4025278	0.0120489	0	0	0	0.0001407	0.0006497	0	0	0	0.0001853	1.14E-05	0	0	0.0002367	0.0001934	0	0	0	0.0001981	0	7.93E-05	0.0001245	0	0.0928633	0.0985383	0	0.003923	0	0	0	0.0012078	0	2.34E-05	0	0	0	0	0.0006558	0.0263145	0.0912365	0.0114709	0.0461823	0.0224272	0	0	0	0.0017959	0	0	0.0005893	0.0272095	0.0108207	0.094434	0	0.0021998	0.0764817	0	0	0	0	0	0.0035655	0.0013426	0.0002975	0	0	0	0	0	0	0	0.0327402	0.0031782	0.0002645	0	0.0006118	0	8.10E-06	0.005101	0.0002396	0.055678	0.0291757	0.0535896	0.0258744	0.0004541	0.002169	0.0156699	0	0.0747632	0	0	0
2129349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60E-05	0	0.0100382	0	0.0542114	0.0438542	0.0003269	0	0.0968321	0	0	0	0.0182204	0	0.0002981	0	0	0	0	0	0.013403	0	0.0077541	0	0.211151	0.0437732	0	0	0	0	0	0	0	0.0022024	0	0.22271	0	0.0002916	3.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0559869	0	0	0	0.004626	0.001725	0.0005661	0	0	0.0001585	4.25E-05	0.0015825	0.004215
7457309	0.0001157	0	0	0	0	0.0005734	0	0.0231047	0.0109866	0.0033661	0.0617246	5.92E-05	0	0.0001377	0.0001142	0.0005688	0	0	0	0.0006189	0.0077023	0	0	0.389887	0	0	0.0010365	0.0013292	0.0022229	0.0007919	0	0.0142049	0.0056691	0	0	0.0049334	0.0678714	0.0109679	0	0	0	0	0.0088322	0.0021328	9.20E-05	0	0	0.0049267	0.0030316	0.0159908	0	0	0	0	0	2.08E-05	0.0033702	0	0	0.0001599	0	0.0008681	0.0001907	0	0	0	0	0	0.0186558	0.0128367	0	0.0001252	0	0.0005413	0	0	0	0.0005028	0	0.186909	0	5.95E-05	0	0.0350462	7.53E-05	0	0	0	5.84E-05	0.0122219	6.15E-05	0.0556724
9186939	0	0	0	0	0	0	0.0038783	0	0	0	0	0	0	0	0	0	0	0.0004387	0	0.0005354	0.250142	0	0.0108744	0.529995	1.67E-05	0	6.41E-05	0	0	0	0	0.0002565	0.0036179	0	0	0	0	0.0136427	0	0	0	0	0	0	0	0.0006033	7.50E-05	0.125615	0	0	0	0	0	0	0	0.0009033	0.0005171	0	0	0.0001402	0	0	0	0.0017345	0	0	0.0030307	0	0	0	0	0.0004408	0	0	0	0	0.0015262	0.0008668	0	0.0001242	0	0.0064217	0	0.0008131	0	0	0	0	0	0.0019228	0.0104345	0.0252828
7140248	0.146439	0.0009212	0	0	0.0050488	0.0008181	0	0.0059275	0.0097207	0.0061856	0.0193916	0	0.0038862	0.0039202	0.0003113	0	0	0	0	0.098484	0.0049723	0	0	0.0665686	0.0649322	0	0.0017061	0.0037996	0.0068928	0.000668	0	0.114407	0.0013958	0	0	0.0018179	0.0312531	0.0035233	0	0	0	0	0.0043829	0.0290909	0	0	0	0	0.0024645	0.001508	0	0	0	0	0	0.0436735	0	0	0	0	0	0	0.0010179	0	0	0	0	4.72E-05	0.0004354	0	0.0003229	0.0049789	0	0.0010405	0.0048589	0.0560259	0	0	0	0.0808111	0.0928969	0.0031628	0	0.0404085	0	0.0006594	0	0	0.001863	0	0	0
8964854	0.151311	0	0	0	0	0	0	0	0	0.103727	3.12E-05	0	0	0	0	0	0	0	0	0.0001737	0.0001613	0	0.0014792	0.367235	0	0	0.0001976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013602	0	0	0.0036272	0	0.0513665	0.0030445	0	0	0	0	0	0	4.44E-05	0	0.0002369	0.0004787	0	0	0	0	0.001039	0	0	0	0	0.0113554	0	0.0066143	2.70E-05	0	0	0	0	0	0	0	0.204837	0	0	0	0.013211	0	0	0	0	0.0259564	0	0.0086596	0.0010874
3830544	0	0	0	0	0	0.0029149	0	0	0.011529	0.0344789	0.0091516	5.50E-06	0	8.06E-05	0.0002969	0	0	0	0.0007242	0	0.0267041	0	0	0.0465066	0	0	3.25E-05	0.0004626	0.0005595	0.0005374	0	0.0673417	0.0004141	0	0	0.0013702	0.0108753	0.0384034	0	0	0	0	0.0173757	0	0	0	0	0.0013236	5.29E-05	0.0022038	0	0.0096691	0	0.0010828	0	0.0112194	0	0	0	0	0	0	0.0431646	0	0	0	0	0.0005189	0	0	0	0.0002669	0	0.0031168	0.0051995	0.0008481	0	0.454322	0	0.0080439	0	0.0020661	0.116592	0.0012054	0.000134	0.001724	0.0016427	0	0.0115208	0	0.0016777	0.0003567
